,Airline,Source,Destination,Total_Stops,Additional_Info,Price,day_of_journey,month_of_journey,year_of_journey,Arrival_Hour,Arrival_Min,Dep_Hour,Dep_Min,Duration_Total_Mins
5822,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,21,6,2019,8,30,7,5,85
5823,Multiple carriers,Delhi,Cochin,1,No info,10051,27,5,2019,19,15,8,45,630
5824,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,21,5,2019,10,5,14,5,1200
5825,Air India,Kolkata,Banglore,2,No info,14424,1,5,2019,5,25,7,0,1345
5826,Jet Airways,Delhi,Cochin,1,No info,14714,15,6,2019,19,0,10,0,540
5827,Air India,Mumbai,Hyderabad,0,No info,3100,24,5,2019,15,25,13,55,90
5828,IndiGo,Delhi,Cochin,1,No info,6493,6,6,2019,22,25,17,5,320
5829,Jet Airways,Kolkata,Banglore,1,No info,14571,6,6,2019,23,35,6,30,1025
5830,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,15,6,2019,19,0,5,30,810
5831,Jet Airways,Delhi,Cochin,1,No info,14714,3,6,2019,4,25,15,0,805
5832,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,18,5,2019,10,35,8,20,135
5833,Air Asia,Kolkata,Banglore,1,No info,6810,6,6,2019,19,25,7,35,710
5834,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,5201,24,3,2019,11,30,9,0,150
5835,Multiple carriers,Delhi,Cochin,1,No info,13377,24,6,2019,1,30,17,30,480
5836,Multiple carriers Premium economy,Delhi,Cochin,1,No info,14629,21,3,2019,18,50,7,30,680
5837,IndiGo,Delhi,Cochin,1,No info,6093,9,4,2019,21,0,7,30,810
5838,Multiple carriers,Delhi,Cochin,3,No info,15419,12,6,2019,1,30,11,35,835
5839,Air India,Kolkata,Banglore,2,No info,13484,21,5,2019,13,45,16,50,1255
5840,Air India,Delhi,Cochin,1,No info,8372,18,5,2019,7,40,21,0,640
5841,Air India,Banglore,New Delhi,2,No info,8534,15,3,2019,11,20,8,15,1625
5842,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,15,5,2019,20,45,17,45,180
5843,Jet Airways,Delhi,Cochin,2,No info,13292,24,6,2019,4,25,9,35,1130
5844,Jet Airways,Delhi,Cochin,2,No info,13014,24,6,2019,4,25,5,30,1375
5845,Air India,Delhi,Cochin,1,No info,16754,9,3,2019,19,15,8,0,675
5846,IndiGo,Kolkata,Banglore,0,No info,6565,1,3,2019,19,55,17,15,160
5847,Jet Airways,Delhi,Cochin,1,No info,16079,27,5,2019,19,0,22,50,1210
5848,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,9,5,2019,12,35,21,25,910
5849,Vistara,Mumbai,Hyderabad,1,No info,12395,6,3,2019,9,25,7,30,1555
5850,IndiGo,Banglore,New Delhi,1,No info,22153,1,3,2019,0,35,19,35,300
5851,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10919,27,6,2019,12,35,6,45,1790
5852,Jet Airways,Kolkata,Banglore,1,No info,13759,24,3,2019,4,45,21,10,455
5853,Air India,Delhi,Cochin,0,No info,6094,18,4,2019,8,0,5,10,170
5854,Air India,Kolkata,Banglore,2,No info,11542,21,5,2019,13,45,9,25,1700
5855,Jet Airways,Delhi,Cochin,2,No info,13376,9,6,2019,4,25,6,45,1300
5856,Jet Airways,Banglore,New Delhi,1,No info,25735,1,3,2019,10,25,11,40,1365
5857,Jet Airways,Banglore,New Delhi,1,No info,17471,6,3,2019,23,0,22,50,1450
5858,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,6,2019,23,35,16,30,425
5859,Air India,Delhi,Cochin,1,No info,8372,3,6,2019,7,40,19,0,760
5860,IndiGo,Chennai,Kolkata,0,No info,3858,15,6,2019,14,0,11,35,145
5861,IndiGo,Banglore,New Delhi,0,No info,5694,15,3,2019,4,15,1,30,165
5862,Jet Airways,Delhi,Cochin,1,No info,17234,3,3,2019,18,50,18,15,1475
5863,Jet Airways,Delhi,Cochin,2,No info,11546,9,4,2019,4,25,9,25,1140
5864,Vistara,Banglore,New Delhi,0,No info,8028,3,3,2019,9,40,7,0,160
5865,Jet Airways,Banglore,Delhi,0,No info,8016,15,6,2019,22,50,19,50,180
5866,Air India,Kolkata,Banglore,1,No info,10413,24,5,2019,20,25,20,30,1435
5867,Air India,Banglore,New Delhi,2,No info,11948,12,3,2019,22,10,11,5,665
5868,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,3205,1,4,2019,11,50,10,20,90
5869,IndiGo,Banglore,Delhi,0,No info,4423,18,5,2019,15,50,13,0,170
5870,Vistara,Banglore,New Delhi,0,No info,4878,24,3,2019,9,40,7,0,160
5871,IndiGo,Delhi,Cochin,1,No info,5912,15,4,2019,22,15,17,5,310
5872,Air India,Kolkata,Banglore,2,No info,11411,12,5,2019,8,55,5,50,1625
5873,Multiple carriers,Delhi,Cochin,1,No info,7618,24,6,2019,21,0,7,0,840
5874,Jet Airways,Banglore,Delhi,0,No info,7229,12,4,2019,18,10,15,15,175
5875,IndiGo,Delhi,Cochin,1,No info,6147,27,6,2019,20,0,15,10,290
5876,Jet Airways,Delhi,Cochin,2,No info,14237,15,6,2019,4,25,18,25,600
5877,IndiGo,Delhi,Cochin,1,No info,6101,21,3,2019,13,40,7,45,355
5878,Air India,Kolkata,Banglore,2,No info,12324,21,5,2019,5,35,16,50,765
5879,Vistara,Banglore,New Delhi,1,No info,18387,1,3,2019,21,55,6,40,915
5880,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,3,6,2019,4,25,16,0,745
5881,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,2019,19,0,9,0,600
5882,Jet Airways,Banglore,Delhi,0,No info,7229,21,4,2019,10,10,7,10,180
5883,Air Asia,Kolkata,Banglore,0,No info,3807,27,6,2019,1,20,22,50,150
5884,Multiple carriers,Delhi,Cochin,1,No info,7695,21,3,2019,1,35,15,15,620
5885,Air India,Kolkata,Banglore,2,No info,12723,18,5,2019,8,55,5,50,1625
5886,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,2175,15,5,2019,14,45,13,15,90
5887,IndiGo,Delhi,Cochin,1,No info,6628,27,5,2019,1,30,9,15,975
5888,Jet Airways,Delhi,Cochin,2,No info,13376,12,6,2019,4,25,14,35,830
5889,IndiGo,Kolkata,Banglore,0,No info,4148,27,3,2019,17,45,15,10,155
5890,Jet Airways,Delhi,Cochin,2,In-flight meal not included,9254,27,3,2019,4,25,5,25,1380
5891,Jet Airways,Banglore,Delhi,0,No info,8016,24,6,2019,22,0,18,55,185
5892,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,1,5,2019,20,45,17,45,180
5893,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,12,5,2019,20,45,17,45,180
5894,Air Asia,Kolkata,Banglore,0,No info,4409,15,4,2019,22,25,19,55,150
5895,Air India,Mumbai,Hyderabad,0,No info,10082,1,3,2019,15,25,13,55,90
5896,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,18,5,2019,10,5,14,5,1200
5897,SpiceJet,Banglore,Delhi,0,No info,3971,3,4,2019,8,35,5,55,160
5898,IndiGo,Chennai,Kolkata,0,No info,6297,15,3,2019,10,15,7,55,140
5899,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3573,9,5,2019,8,35,5,55,160
5900,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,2019,22,35,14,5,510
5901,IndiGo,Banglore,Delhi,0,No info,4423,27,4,2019,8,50,6,5,165
5902,Jet Airways,Banglore,New Delhi,1,No info,19225,6,3,2019,21,20,14,5,435
5903,IndiGo,Chennai,Kolkata,0,No info,6297,12,3,2019,0,30,22,5,145
5904,SpiceJet,Kolkata,Banglore,0,No info,3849,6,3,2019,0,40,22,20,140
5905,Multiple carriers,Delhi,Cochin,1,No info,15078,6,3,2019,15,30,8,0,450
5906,IndiGo,Kolkata,Banglore,1,No info,4205,12,5,2019,23,45,19,20,265
5907,Air India,Banglore,Delhi,0,No info,5228,27,5,2019,16,10,13,20,170
5908,Multiple carriers,Delhi,Cochin,1,No info,7408,6,6,2019,21,0,7,0,840
5909,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,9,6,2019,14,5,11,10,175
5910,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10919,15,6,2019,4,25,14,35,830
5911,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,1,5,2019,18,10,15,15,175
5912,Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540,21,3,2019,4,25,8,0,1225
5913,Jet Airways,Delhi,Cochin,2,No info,9483,21,3,2019,18,50,19,10,1420
5914,Jet Airways,Delhi,Cochin,1,No info,16079,21,5,2019,19,0,10,0,540
5915,Multiple carriers,Delhi,Cochin,1,No info,13377,1,6,2019,1,30,18,15,435
5916,IndiGo,Banglore,Delhi,0,No info,4823,3,6,2019,21,50,18,55,175
5917,Jet Airways,Kolkata,Banglore,1,No info,14151,15,5,2019,10,55,17,0,1075
5918,GoAir,Kolkata,Banglore,1,No info,6095,9,5,2019,7,45,23,30,495
5919,Air India,Delhi,Cochin,1,No info,12029,27,5,2019,19,15,10,0,555
5920,Air India,Kolkata,Banglore,1,No info,4437,6,4,2019,11,5,19,0,965
5921,IndiGo,Banglore,Delhi,0,No info,3419,27,6,2019,4,15,1,30,165
5922,IndiGo,Banglore,Delhi,0,No info,3943,1,4,2019,13,0,10,10,170
5923,Multiple carriers,Delhi,Cochin,1,No info,13542,21,3,2019,1,35,14,0,695
5924,Air India,Delhi,Cochin,1,No info,7174,27,6,2019,23,0,17,40,320
5925,IndiGo,Mumbai,Hyderabad,0,No info,7417,9,3,2019,10,35,9,10,85
5926,Jet Airways,Delhi,Cochin,2,No info,16704,9,5,2019,4,25,13,25,900
5927,Air India,Kolkata,Banglore,0,No info,4435,18,3,2019,23,20,20,45,155
5928,Air India,Kolkata,Banglore,2,No info,11432,21,5,2019,5,35,9,25,1210
5929,Air Asia,Banglore,Delhi,0,No info,3383,21,6,2019,2,45,23,55,170
5930,IndiGo,Kolkata,Banglore,0,No info,4804,21,4,2019,7,15,4,40,155
5931,Air Asia,Banglore,Delhi,0,No info,3383,27,5,2019,7,45,4,55,170
5932,IndiGo,Kolkata,Banglore,1,No info,6991,24,5,2019,20,30,15,10,320
5933,Air India,Delhi,Cochin,2,No info,10441,9,5,2019,19,15,5,0,2295
5934,IndiGo,Delhi,Cochin,1,No info,5073,21,3,2019,12,0,7,35,265
5935,Multiple carriers,Delhi,Cochin,1,No info,7695,21,3,2019,1,35,10,20,915
5936,Air India,Delhi,Cochin,1,No info,7480,24,5,2019,9,25,20,40,765
5937,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,12,35,11,30,1505
5938,Jet Airways,Banglore,New Delhi,1,No info,13817,12,3,2019,11,25,22,55,750
5939,Jet Airways,Kolkata,Banglore,1,No info,13067,21,5,2019,19,10,9,35,575
5940,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,6,6,2019,14,45,13,15,90
5941,IndiGo,Delhi,Cochin,1,No info,6674,6,6,2019,16,10,6,50,560
5942,Air India,Mumbai,Hyderabad,2,No info,16172,12,3,2019,16,55,5,5,710
5943,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,7268,24,6,2019,19,15,12,50,385
5944,Jet Airways,Banglore,New Delhi,1,No info,17524,15,3,2019,12,15,7,0,315
5945,Multiple carriers,Delhi,Cochin,1,No info,7888,21,5,2019,1,30,18,0,450
5946,IndiGo,Mumbai,Hyderabad,0,No info,2754,6,6,2019,20,35,19,5,90
5947,Air India,Banglore,New Delhi,3,No info,10573,3,3,2019,23,55,12,0,715
5948,Multiple carriers,Delhi,Cochin,1,No info,11789,9,6,2019,19,0,11,40,440
5949,Jet Airways,Kolkata,Banglore,1,No info,13067,6,5,2019,19,10,20,25,1365
5950,IndiGo,Banglore,New Delhi,0,No info,4238,24,3,2019,3,25,0,40,165
5951,Multiple carriers,Delhi,Cochin,1,No info,9794,21,5,2019,19,0,7,30,690
5952,Air India,Delhi,Cochin,2,No info,7615,21,3,2019,9,25,7,5,1580
5953,Jet Airways,Delhi,Cochin,2,No info,11664,21,3,2019,4,25,10,20,2525
5954,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,19,50,6,30,800
5955,IndiGo,Kolkata,Banglore,1,No info,3809,15,4,2019,23,45,19,20,265
5956,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,18,6,2019,19,40,17,10,150
5957,Multiple carriers,Delhi,Cochin,1,No info,6795,27,5,2019,1,30,11,40,830
5958,IndiGo,Kolkata,Banglore,1,No info,4565,24,4,2019,20,5,15,15,290
5959,IndiGo,Delhi,Cochin,1,No info,12351,9,3,2019,1,35,18,35,420
5960,IndiGo,Delhi,Cochin,0,No info,5021,18,3,2019,0,20,21,5,195
5961,Air India,Delhi,Cochin,2,No info,10467,21,5,2019,9,25,13,5,1220
5962,Air India,Banglore,Delhi,0,No info,6121,15,4,2019,19,45,17,0,165
5963,SpiceJet,Chennai,Kolkata,0,No info,6300,15,3,2019,20,5,17,45,140
5964,Air Asia,Banglore,New Delhi,0,No info,10715,1,3,2019,8,40,5,50,170
5965,Air India,Kolkata,Banglore,0,No info,5510,24,5,2019,16,45,14,15,150
5966,Jet Airways,Banglore,Delhi,0,In-flight meal not included,6144,3,5,2019,22,0,18,55,185
5967,Jet Airways,Delhi,Cochin,2,No info,19329,6,3,2019,19,45,19,10,1475
5968,Air India,Mumbai,Hyderabad,2,No info,13253,6,3,2019,19,25,12,45,1840
5969,Jet Airways,Kolkata,Banglore,1,No info,13941,12,5,2019,19,50,6,30,800
5970,IndiGo,Kolkata,Banglore,0,No info,4488,1,4,2019,22,55,20,20,155
5971,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,3,6,2019,9,30,6,55,155
5972,Multiple carriers,Delhi,Cochin,1,No info,7575,15,5,2019,19,15,11,25,470
5973,Air India,Delhi,Cochin,2,No info,9968,27,5,2019,19,15,16,40,1595
5974,Jet Airways,Delhi,Cochin,2,No info,15129,9,5,2019,19,0,13,25,1775
5975,IndiGo,Kolkata,Banglore,1,No info,4864,6,5,2019,12,40,7,10,330
5976,Air India,Delhi,Cochin,1,No info,7480,3,6,2019,9,25,17,20,965
5977,Multiple carriers,Delhi,Cochin,1,No info,15867,6,3,2019,18,50,7,0,710
5978,Jet Airways,Kolkata,Banglore,1,No info,13067,21,5,2019,22,5,9,35,750
5979,Air India,Kolkata,Banglore,1,No info,8366,9,5,2019,7,55,16,50,905
5980,Air India,Delhi,Cochin,2,No info,21571,3,3,2019,19,15,12,55,1820
5981,Air Asia,Banglore,Delhi,0,No info,4282,12,5,2019,7,45,4,55,170
5982,Air India,Delhi,Cochin,2,No info,13591,9,5,2019,19,15,16,55,1580
5983,Vistara,Kolkata,Banglore,1,No info,7927,1,4,2019,23,25,20,20,1625
5984,Jet Airways,Delhi,Cochin,1,No info,14714,3,6,2019,19,0,15,0,1680
5985,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,16,10,18,55,1275
5986,Air India,Delhi,Cochin,1,No info,28322,1,3,2019,7,40,4,0,1660
5987,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,1,5,2019,19,10,17,0,1570
5988,IndiGo,Delhi,Cochin,1,No info,7060,9,6,2019,20,0,15,10,290
5989,IndiGo,Chennai,Kolkata,0,No info,7900,1,3,2019,14,0,11,35,145
5990,Jet Airways,Mumbai,Hyderabad,0,No info,5678,24,6,2019,4,20,2,55,85
5991,IndiGo,Kolkata,Banglore,1,No info,4860,24,4,2019,0,10,19,35,275
5992,SpiceJet,Mumbai,Hyderabad,0,No info,2017,1,5,2019,7,15,5,45,90
5993,IndiGo,Kolkata,Banglore,1,No info,5069,12,6,2019,13,0,8,10,290
5994,Vistara,Kolkata,Banglore,1,No info,9397,9,6,2019,10,45,7,10,1655
5995,IndiGo,Delhi,Cochin,1,No info,5073,6,4,2019,15,35,10,35,300
5996,Air India,Kolkata,Banglore,3,No info,15145,24,3,2019,23,15,5,55,1040
5997,Multiple carriers,Delhi,Cochin,1,No info,8099,24,6,2019,19,15,9,15,600
5998,Air India,Banglore,New Delhi,1,No info,14594,6,3,2019,19,50,11,50,480
5999,IndiGo,Delhi,Cochin,0,No info,4729,27,3,2019,17,35,14,30,185
6000,IndiGo,Kolkata,Banglore,0,No info,4804,21,5,2019,0,50,22,15,155
6001,Jet Airways,Delhi,Cochin,2,In-flight meal not included,19644,27,5,2019,19,0,11,40,440
6002,Air India,Delhi,Cochin,2,No info,8656,27,3,2019,19,15,19,45,1410
6003,Jet Airways,Delhi,Cochin,2,No info,13014,9,6,2019,12,35,9,40,1615
6004,IndiGo,Delhi,Cochin,1,No info,6442,27,3,2019,16,10,6,40,570
6005,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,9,5,2019,12,35,13,0,1415
6006,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539,6,6,2019,14,25,9,35,1730
6007,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,2019,9,20,20,0,800
6008,Vistara,Kolkata,Banglore,1,No info,8452,6,6,2019,9,5,17,0,965
6009,IndiGo,Delhi,Cochin,1,No info,7144,18,5,2019,22,30,8,35,835
6010,SpiceJet,Banglore,New Delhi,0,No info,5126,9,3,2019,23,20,20,30,170
6011,Multiple carriers,Delhi,Cochin,1,No info,6795,12,6,2019,1,30,19,0,390
6012,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,12,5,2019,10,5,21,10,775
6013,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,4439,18,5,2019,11,25,9,0,145
6014,SpiceJet,Banglore,New Delhi,0,No check-in baggage included,6205,15,3,2019,12,30,9,35,175
6015,IndiGo,Banglore,Delhi,0,No info,4284,6,5,2019,3,25,0,30,175
6016,Jet Airways,Kolkata,Banglore,1,No info,14571,6,6,2019,23,35,16,30,425
6017,Air Asia,Kolkata,Banglore,0,No info,3807,6,4,2019,22,25,19,55,150
6018,SpiceJet,Kolkata,Banglore,0,No info,3850,6,3,2019,9,35,6,55,160
6019,SpiceJet,Kolkata,Banglore,1,No info,8479,18,5,2019,18,50,11,35,435
6020,Multiple carriers,Delhi,Cochin,1,No info,8073,18,5,2019,21,0,9,0,720
6021,IndiGo,Banglore,Delhi,0,No info,3943,1,6,2019,15,50,13,0,170
6022,IndiGo,Chennai,Kolkata,0,No info,4332,9,5,2019,14,0,11,35,145
6023,SpiceJet,Kolkata,Banglore,0,No info,4174,27,4,2019,19,40,17,10,150
6024,Air India,Banglore,New Delhi,1,1 Long layover,14594,1,3,2019,8,55,11,50,1265
6025,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,3,6,2019,19,0,5,30,810
6026,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,6093,15,6,2019,22,30,7,10,920
6027,IndiGo,Banglore,New Delhi,0,No info,8033,24,3,2019,21,20,18,25,175
6028,IndiGo,Banglore,Delhi,0,No info,4823,27,6,2019,19,55,16,55,180
6029,Jet Airways,Delhi,Cochin,2,No info,13292,3,6,2019,12,35,21,25,910
6030,Multiple carriers,Delhi,Cochin,1,No info,9526,15,6,2019,19,15,11,40,455
6031,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3815,21,3,2019,0,40,22,20,140
6032,IndiGo,Chennai,Kolkata,0,No info,3597,27,6,2019,15,35,13,15,140
6033,Jet Airways,Delhi,Cochin,2,No info,13376,15,6,2019,4,25,14,35,830
6034,SpiceJet,Mumbai,Hyderabad,0,No info,2017,9,5,2019,7,15,5,45,90
6035,Air India,Kolkata,Banglore,2,No info,11853,24,3,2019,1,20,9,25,955
6036,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,12,6,2019,19,0,13,0,360
6037,SpiceJet,Chennai,Kolkata,0,No info,3859,24,3,2019,12,5,9,30,155
6038,Air India,Kolkata,Banglore,2,No info,12744,9,6,2019,5,25,7,0,1345
6039,Multiple carriers,Delhi,Cochin,2,No info,18485,1,6,2019,1,30,17,50,460
6040,Air India,Kolkata,Banglore,2,No info,13227,6,5,2019,8,55,9,50,1385
6041,IndiGo,Chennai,Kolkata,0,No info,3597,21,6,2019,21,55,19,35,140
6042,IndiGo,Kolkata,Banglore,0,No info,4804,12,5,2019,17,45,15,15,150
6043,IndiGo,Banglore,Delhi,0,No info,4423,15,6,2019,8,50,6,5,165
6044,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,12,35,15,0,1295
6045,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,6,5,2019,12,0,9,45,135
6046,IndiGo,Kolkata,Banglore,0,No info,4174,12,4,2019,0,5,21,25,160
6047,SpiceJet,Delhi,Cochin,1,No info,7084,9,3,2019,22,50,16,35,375
6048,Air India,Kolkata,Banglore,2,No info,14960,15,5,2019,8,55,9,50,1385
6049,Jet Airways,Kolkata,Banglore,1,No info,13339,24,3,2019,16,20,6,30,590
6050,Jet Airways,Banglore,Delhi,0,No info,7229,12,4,2019,11,20,8,20,180
6051,IndiGo,Delhi,Cochin,1,No info,6818,18,5,2019,16,10,5,5,665
6052,Jet Airways,Delhi,Cochin,2,No info,13376,6,6,2019,4,25,6,45,1300
6053,IndiGo,Delhi,Cochin,1,No info,6316,9,6,2019,1,30,15,0,630
6054,Air India,Delhi,Cochin,0,No info,5201,18,6,2019,21,10,18,5,185
6055,IndiGo,Delhi,Cochin,1,No info,10958,18,5,2019,4,35,23,30,305
6056,IndiGo,Chennai,Kolkata,0,No info,3858,21,6,2019,14,0,11,35,145
6057,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,19,0,13,0,360
6058,Air India,Kolkata,Banglore,1,No info,8996,24,5,2019,13,15,9,10,245
6059,Jet Airways,Delhi,Cochin,2,In-flight meal not included,8098,27,3,2019,19,45,5,10,2315
6060,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,1,5,2019,10,35,8,20,135
6061,Multiple carriers,Delhi,Cochin,1,No info,10529,24,5,2019,19,0,7,30,690
6062,Jet Airways,Delhi,Cochin,1,In-flight meal not included,7438,21,3,2019,18,50,2,15,995
6063,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,9,5,2019,4,25,14,0,865
6064,IndiGo,Banglore,Delhi,0,No info,4823,27,5,2019,10,5,7,10,175
6065,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5769,21,6,2019,11,20,8,20,180
6066,Multiple carriers,Delhi,Cochin,1,No info,9042,21,3,2019,13,20,7,0,380
6067,Air India,Delhi,Cochin,1,No info,4697,6,4,2019,9,25,17,20,965
6068,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,5,2019,19,50,14,5,345
6069,Air Asia,Banglore,Delhi,0,No info,8420,9,6,2019,7,45,4,55,170
6070,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,7563,6,3,2019,16,10,7,10,540
6071,Air India,Delhi,Cochin,1,No info,7480,15,5,2019,9,25,20,40,765
6072,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,6,5,2019,14,5,11,10,175
6073,Multiple carriers,Delhi,Cochin,1,No info,6513,12,6,2019,22,30,7,10,920
6074,Jet Airways,Kolkata,Banglore,1,No info,8355,9,6,2019,17,35,10,20,435
6075,Multiple carriers,Delhi,Cochin,2,No info,16655,21,5,2019,1,30,15,5,625
6076,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,18,5,2019,18,15,5,45,750
6077,SpiceJet,Kolkata,Banglore,0,No info,3873,21,6,2019,19,40,17,10,150
6078,IndiGo,Kolkata,Banglore,0,No info,5224,9,6,2019,17,45,15,15,150
6079,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,15,5,2019,12,0,16,30,1170
6080,IndiGo,Kolkata,Banglore,0,No info,4778,3,3,2019,8,20,5,30,170
6081,Jet Airways,Delhi,Cochin,1,No info,16289,9,3,2019,18,50,20,50,1320
6082,Air India,Delhi,Cochin,0,No info,5674,18,3,2019,8,0,5,10,170
6083,Air India,Mumbai,Hyderabad,2,No info,12854,12,3,2019,11,55,6,0,1795
6084,Air India,Banglore,New Delhi,1,No info,8425,9,3,2019,11,5,22,0,785
6085,Jet Airways,Delhi,Cochin,2,In-flight meal not included,9328,21,3,2019,18,50,5,30,2240
6086,Multiple carriers,Delhi,Cochin,1,No info,17057,3,3,2019,15,30,2,15,795
6087,Jet Airways,Banglore,Delhi,0,No info,7229,3,5,2019,22,50,19,50,180
6088,IndiGo,Delhi,Cochin,1,No info,14871,3,3,2019,21,0,11,30,570
6089,Jet Airways,Delhi,Cochin,2,No info,14300,27,6,2019,19,0,12,15,1845
6090,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,12,6,2019,9,20,21,10,730
6091,Multiple carriers,Delhi,Cochin,1,No info,10877,9,6,2019,19,0,4,55,845
6092,IndiGo,Kolkata,Banglore,1,No info,5386,21,5,2019,22,15,17,35,280
6093,Multiple carriers,Delhi,Cochin,1,No info,11622,27,3,2019,18,50,10,45,485
6094,Multiple carriers,Delhi,Cochin,1,No info,10197,27,5,2019,19,0,3,50,910
6095,Air Asia,Delhi,Cochin,1,No info,8028,21,5,2019,22,30,16,45,345
6096,IndiGo,Mumbai,Hyderabad,0,No info,2754,1,6,2019,13,30,12,0,90
6097,Air India,Banglore,New Delhi,1,No info,6781,3,3,2019,21,25,8,15,790
6098,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,21,5,2019,19,40,17,10,150
6099,Multiple carriers,Delhi,Cochin,1,No info,8266,6,6,2019,19,15,10,20,535
6100,IndiGo,Banglore,New Delhi,0,No info,6144,24,3,2019,10,5,7,10,175
6101,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,24,4,2019,14,5,11,10,175
6102,Jet Airways,Delhi,Cochin,2,No info,14441,3,6,2019,12,35,5,30,425
6103,Air India,Mumbai,Hyderabad,0,No info,3100,12,6,2019,22,25,21,5,80
6104,Jet Airways,Kolkata,Banglore,1,No info,13067,18,5,2019,14,25,20,25,1080
6105,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,12,6,2019,23,35,18,55,1720
6106,IndiGo,Delhi,Cochin,1,No info,6442,15,5,2019,16,10,8,35,455
6107,Multiple carriers,Delhi,Cochin,1,No info,6480,27,6,2019,21,0,10,20,640
6108,Air India,Banglore,New Delhi,1,No info,11003,3,3,2019,11,20,10,30,1490
6109,Vistara,Banglore,Delhi,0,No info,4668,12,6,2019,23,50,21,0,170
6110,Jet Airways,Kolkata,Banglore,1,No info,13941,9,5,2019,4,40,6,30,1330
6111,Vistara,Kolkata,Banglore,1,No info,8820,12,5,2019,18,50,7,10,700
6112,Air India,Delhi,Cochin,1,No info,9064,9,3,2019,23,0,17,45,315
6113,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,6,6,2019,19,50,8,25,685
6114,Jet Airways,Delhi,Cochin,2,No info,15129,18,5,2019,19,0,5,30,810
6115,Multiple carriers,Delhi,Cochin,1,No info,6513,9,5,2019,16,10,7,10,540
6116,Jet Airways,Kolkata,Banglore,1,No info,14676,9,6,2019,23,35,17,0,395
6117,IndiGo,Banglore,Delhi,0,No info,4823,18,5,2019,10,5,7,10,175
6118,IndiGo,Kolkata,Banglore,0,No info,4174,12,4,2019,17,45,15,15,150
6119,Jet Airways,Delhi,Cochin,2,No info,19172,9,3,2019,4,25,15,55,750
6120,SpiceJet,Banglore,Delhi,0,No info,4423,12,4,2019,8,35,5,55,160
6121,SpiceJet,Kolkata,Banglore,0,No info,3873,12,6,2019,9,30,6,55,155
